method,lambda,seed,cap,alpha,fairness_type,n_train,test_regret_normalized,test_fairness,test_pred_mse
FDFL-0.5,0.0,44,mlp16,2.0,mad,50,0.1260947274230415,25.1202305801682,124.364273736893
FDFL-0.5,1.0,44,mlp16,2.0,mad,50,0.1295426513873386,23.25849494846565,128.5669021887719
FDFL-0.5,0.0,55,mlp16,2.0,mad,50,0.1282436712104679,31.62784976385656,122.69335123187378
FDFL-0.5,1.0,55,mlp16,2.0,mad,50,0.129453016180222,31.4613468291254,123.72861059126448
FDFL-Scal,0.0,11,mlp16,2.0,mad,50,0.1337692809524281,26.98115794753015,125.41854151954765
FDFL-Scal,1.0,11,mlp16,2.0,mad,50,0.1344923743213849,25.33587438409173,125.86295411217743
FDFL-Scal,0.0,22,mlp16,2.0,mad,50,0.1274693774280049,21.23763295170998,123.28699255534414
FDFL-Scal,1.0,22,mlp16,2.0,mad,50,0.13152620505297,23.15259492730604,124.59115761866416
FDFL-Scal,0.0,33,mlp16,2.0,mad,50,0.1278522369517162,23.064434793158338,124.3998062266306
FDFL-Scal,1.0,33,mlp16,2.0,mad,50,0.1302443035996616,21.884614840711404,124.97575953929808
FDFL-Scal,0.0,44,mlp16,2.0,mad,50,0.1285311960769095,21.646755372351915,120.89712070554604
FDFL-Scal,1.0,44,mlp16,2.0,mad,50,0.1286137606327476,22.13199736552685,122.1481300102674
FDFL-Scal,0.0,55,mlp16,2.0,mad,50,0.1288945818141214,29.54970732241666,121.26576099993514
FDFL-Scal,1.0,55,mlp16,2.0,mad,50,0.1295533661568984,29.163927591496915,121.78270332616708
FDFL,0.0,11,mlp16,2.0,mad,50,0.1331331620156838,74.1499792300718,324.125077149194
FDFL,1.0,11,mlp16,2.0,mad,50,0.1322170362733023,26.592619398441133,135.48238216422732
FDFL,0.0,22,mlp16,2.0,mad,50,0.127425004371325,110.32827346201113,353.5881413565557
FDFL,1.0,22,mlp16,2.0,mad,50,0.1294652798516946,22.471348600841736,137.98398499137798
FDFL,0.0,33,mlp16,2.0,mad,50,0.1262725300997148,100.44784535433055,382.19906504195774
FDFL,1.0,33,mlp16,2.0,mad,50,0.128830031290101,21.505542838570843,142.805994211982
FDFL,0.0,44,mlp16,2.0,mad,50,0.1284942145076403,89.43836691462609,322.6364880065736
FDFL,1.0,44,mlp16,2.0,mad,50,0.1281915192442714,21.74845090695612,134.86388214115564
FDFL,0.0,55,mlp16,2.0,mad,50,0.1288176863535618,107.14826920654512,331.7625383681672
FDFL,1.0,55,mlp16,2.0,mad,50,0.128568047558917,34.36580831875566,131.01923387766195
FPLG,0.0,11,mlp16,2.0,mad,50,0.1328408271601483,32.76542852436877,157.55299651806214
FPLG,1.0,11,mlp16,2.0,mad,50,0.1332860230751777,29.57362902784824,139.42060713246636
FPLG,0.0,22,mlp16,2.0,mad,50,0.1281910549851744,101.12583170171938,332.6515881284271
FPLG,1.0,22,mlp16,2.0,mad,50,0.1288712070651065,30.940334475221285,169.09573306197683
FPLG,0.0,33,mlp16,2.0,mad,50,0.1279634818926095,35.11933207001864,176.7917285909557
FPLG,1.0,33,mlp16,2.0,mad,50,0.1277679947864646,20.918016067890765,144.86764381457118
FPLG,0.0,44,mlp16,2.0,mad,50,0.1287902391636958,32.95064969628053,156.31925928945566
FPLG,1.0,44,mlp16,2.0,mad,50,0.1274974958803623,19.048087265803307,139.08172573558576
FPLG,0.0,55,mlp16,2.0,mad,50,0.1291667140767924,35.80020980118062,150.02766081538306
FPLG,1.0,55,mlp16,2.0,mad,50,0.1295378431513045,30.699216689823853,129.92390750130477
FPTO,0.0,11,mlp16,2.0,mad,50,0.1438377869207061,23.4608495145291,121.7893176134507
FPTO,1.0,11,mlp16,2.0,mad,50,0.1490788541374424,21.74892474711321,126.42873912139154
FPTO,0.0,22,mlp16,2.0,mad,50,0.2181438599162469,113.6651464332845,363.32543697018207
FPTO,1.0,22,mlp16,2.0,mad,50,0.2199697461851913,115.25857180351365,365.5688711540457
FPTO,0.0,33,mlp16,2.0,mad,50,0.1381842373897615,19.496841099964268,118.9541901363351
FPTO,1.0,33,mlp16,2.0,mad,50,0.144043947646909,17.0476907785994,121.8826920299174
FPTO,0.0,44,mlp16,2.0,mad,50,0.1374981594172195,17.306424891844813,117.85573233791888
FPTO,1.0,44,mlp16,2.0,mad,50,0.1438995021939178,17.9449426430016,121.5261757195949
FPTO,0.0,55,mlp16,2.0,mad,50,0.1378153046802998,26.47917408134424,116.8507437637668
FPTO,1.0,55,mlp16,2.0,mad,50,0.1426535043871628,27.337044716372528,120.44035495674916
MGDA,0.0,11,mlp16,2.0,mad,50,0.1436152823024398,35.71016624336599,196.9758134455054
MGDA,0.0,22,mlp16,2.0,mad,50,0.1340047099774787,29.358716077616105,138.62382979628458
MGDA,0.0,33,mlp16,2.0,mad,50,0.1359552556589898,29.21396412404592,194.10457560086985
MGDA,0.0,44,mlp16,2.0,mad,50,0.1446518875718488,33.64796835840072,193.3208750699648
MGDA,0.0,55,mlp16,2.0,mad,50,0.1463323632382558,35.77149898353955,186.44890728873204
NashMTL,0.0,11,mlp16,2.0,mad,50,0.1336314735246311,30.37536210538256,131.27091532987805
NashMTL,0.0,22,mlp16,2.0,mad,50,0.1291177117077143,75.26144614553549,274.7068655768045
NashMTL,0.0,33,mlp16,2.0,mad,50,0.1281752105099484,32.730273806220985,163.2752986953145
NashMTL,0.0,44,mlp16,2.0,mad,50,0.1304791506435675,22.92668881945257,125.16923262360984
NashMTL,0.0,55,mlp16,2.0,mad,50,0.1306340273382988,27.221626125863786,120.56211841767929
PCGrad,0.0,11,mlp16,2.0,mad,50,0.1366525742649432,24.78491219289809,135.0582420006965
PCGrad,0.0,22,mlp16,2.0,mad,50,0.1331801339849752,17.733738845383627,122.6820432427452
PCGrad,0.0,33,mlp16,2.0,mad,50,0.1328114084830154,21.040645744303504,129.88638035912695
PCGrad,0.0,44,mlp16,2.0,mad,50,0.1331812970634252,19.815599807312207,123.90212526196852
PCGrad,0.0,55,mlp16,2.0,mad,50,0.132077266297178,28.60849885717382,118.672886158523
SAA,0.0,11,mlp16,2.0,mad,50,0.2799676349803477,46.01171050806397,246.50197799107875
SAA,0.0,22,mlp16,2.0,mad,50,0.2770559949067639,71.91671485231049,248.0466931442711
SAA,0.0,33,mlp16,2.0,mad,50,0.2839504406487435,54.77579016419693,257.0805805632122
SAA,0.0,44,mlp16,2.0,mad,50,0.2761333487031433,54.34970351549448,245.7663625637045
SAA,0.0,55,mlp16,2.0,mad,50,0.279990990704247,68.78491753027635,249.31581807065456
WDRO,0.0,11,mlp16,2.0,mad,50,0.2203021870730618,91.53441293777384,374.9731913576306
WDRO,0.0,22,mlp16,2.0,mad,50,0.2108599446177517,107.84666872452053,356.6672854489268
WDRO,0.0,33,mlp16,2.0,mad,50,0.2768198622234976,112.79577561388568,411.0784119690989
WDRO,0.0,44,mlp16,2.0,mad,50,0.2760320754217343,114.18295211252348,393.42129373859126
WDRO,0.0,55,mlp16,2.0,mad,50,0.220519797170009,103.06329646250056,343.80758990408805
FDFL-0.1,0.0,11,mlp32,2.0,mad,50,0.1341749388689678,33.58284324127564,134.4518204627784
FDFL-0.1,1.0,11,mlp32,2.0,mad,50,0.1342569075265243,18.301511672232127,159.31303680403886
FDFL-0.1,0.0,22,mlp32,2.0,mad,50,0.1298445339614352,27.63799391794634,130.7722802124072
FDFL-0.1,1.0,22,mlp32,2.0,mad,50,0.1289191162511865,24.41028847246628,129.01873126079906
FDFL-0.1,0.0,33,mlp32,2.0,mad,50,0.1276830139231851,30.318258307501463,140.4888510552613
FDFL-0.1,1.0,33,mlp32,2.0,mad,50,0.128799533857478,19.970508812210703,136.47504281228893
FDFL-0.1,0.0,44,mlp32,2.0,mad,50,0.1270345741725032,26.419558737780125,132.94453231407653
FDFL-0.1,1.0,44,mlp32,2.0,mad,50,0.1273379551313335,13.993058304168184,146.49751925197737
FDFL-0.1,0.0,55,mlp32,2.0,mad,50,0.1262968659767339,34.36570470542964,133.6135321424983
FDFL-0.1,1.0,55,mlp32,2.0,mad,50,0.1291106972052557,31.90261181940592,128.4879483768241
FDFL-0.5,0.0,11,mlp32,2.0,mad,50,0.1329829326877915,26.389425957976496,127.9489352078878
FDFL-0.5,1.0,11,mlp32,2.0,mad,50,0.1335946033562075,24.05656405836801,129.66762199293424
FDFL-0.5,0.0,22,mlp32,2.0,mad,50,0.1284331592476241,23.79027797703551,125.2453550935867
FDFL-0.5,1.0,22,mlp32,2.0,mad,50,0.1293402408397133,23.196592074267283,128.13525999499475
FDFL-0.5,0.0,33,mlp32,2.0,mad,50,0.1286146552448866,22.07244421112684,129.5803675493899
FDFL-0.5,1.0,33,mlp32,2.0,mad,50,0.1285404028292115,21.19974414432088,128.758699847722
FDFL-0.5,0.0,44,mlp32,2.0,mad,50,0.1264852042134691,24.72530312321184,125.54397841390929
FDFL-0.5,1.0,44,mlp32,2.0,mad,50,0.1286549309022777,26.51382353465233,136.29015044554944
FDFL-0.5,0.0,55,mlp32,2.0,mad,50,0.1273859898040367,29.293419171352543,125.28888237976156
FDFL-0.5,1.0,55,mlp32,2.0,mad,50,0.128814470900853,28.92985751058645,129.61092927454504
FDFL-Scal,0.0,11,mlp32,2.0,mad,50,0.1337819815135996,26.05005024495177,125.62980463858388
FDFL-Scal,1.0,11,mlp32,2.0,mad,50,0.1344292812689369,25.634654415704947,125.28579427782412
FDFL-Scal,0.0,22,mlp32,2.0,mad,50,0.1281287932986241,23.082071362089405,122.95049518699504
FDFL-Scal,1.0,22,mlp32,2.0,mad,50,0.1300494891531474,22.340645357668443,124.05598562295928
FDFL-Scal,0.0,33,mlp32,2.0,mad,50,0.1291273714613957,23.33830790579185,124.85271538623472
FDFL-Scal,1.0,33,mlp32,2.0,mad,50,0.1297100227904978,22.45410017123993,125.9636404847734
FDFL-Scal,0.0,44,mlp32,2.0,mad,50,0.1274045677820025,20.97380079699534,121.50368835576732
FDFL-Scal,1.0,44,mlp32,2.0,mad,50,0.1288988652591422,19.573398846735213,121.29927736322313
FDFL-Scal,0.0,55,mlp32,2.0,mad,50,0.1283362594512625,28.48465081669296,122.57505520556818
FDFL-Scal,1.0,55,mlp32,2.0,mad,50,0.1297702458822737,28.590446669849666,122.77317917050988
FDFL,0.0,11,mlp32,2.0,mad,50,0.1352015741230558,81.63670761156406,336.7570311209882
FDFL,1.0,11,mlp32,2.0,mad,50,0.1343187072994281,25.638407447410906,144.660766187921
FDFL,0.0,22,mlp32,2.0,mad,50,0.1278863781373004,101.91729353159982,335.15015920889607
FDFL,1.0,22,mlp32,2.0,mad,50,0.1284642549486573,29.317929482854773,140.64057292983173
FDFL,0.0,33,mlp32,2.0,mad,50,0.1287365934897693,85.94580816011529,339.5482466027952
FDFL,1.0,33,mlp32,2.0,mad,50,0.1279048044309752,22.229925955754258,157.23686213689405
FDFL,0.0,44,mlp32,2.0,mad,50,0.1271568279420824,92.60162319051,322.8495113619602
FDFL,1.0,44,mlp32,2.0,mad,50,0.1286655457943731,27.548310984419743,129.99658861552518
FDFL,0.0,55,mlp32,2.0,mad,50,0.1277970261515998,87.95884886722735,289.64474828886745
FDFL,1.0,55,mlp32,2.0,mad,50,0.129097132416551,30.61104356032156,142.34253072654616
FPLG,0.0,11,mlp32,2.0,mad,50,0.1379146262741736,24.3135677616658,122.2004918283645
FPLG,1.0,11,mlp32,2.0,mad,50,0.1334723034892656,35.6309307071912,142.21249834890347
FPLG,0.0,22,mlp32,2.0,mad,50,0.1298769800317484,21.607608920816503,127.47746078673045
FPLG,1.0,22,mlp32,2.0,mad,50,0.1299000000801153,21.3739470086577,128.08812081291677
FPLG,0.0,33,mlp32,2.0,mad,50,0.1334822353915402,20.25487832530817,124.8197773945838
FPLG,1.0,33,mlp32,2.0,mad,50,0.1301545378323579,21.702116935013347,126.80456533767752
FPLG,0.0,44,mlp32,2.0,mad,50,0.1253569329266421,22.124410288423284,122.64188925259828
FPLG,1.0,44,mlp32,2.0,mad,50,0.1295696809308634,18.40647912401247,123.63391734916966
FPLG,0.0,55,mlp32,2.0,mad,50,0.1318830678868919,25.84763605945337,119.3718855259252
FPLG,1.0,55,mlp32,2.0,mad,50,0.1324397181613706,26.40876500198524,120.45764605367738
FPTO,0.0,11,mlp32,2.0,mad,50,0.1433758177243565,22.420204880328367,121.55024801921569
FPTO,1.0,11,mlp32,2.0,mad,50,0.1472782418791539,24.35485504277099,126.44792234134144
FPTO,0.0,22,mlp32,2.0,mad,50,0.1386116581455184,19.57146058076204,118.27844020548748
FPTO,1.0,22,mlp32,2.0,mad,50,0.1418713188044575,18.88278077537006,123.4918800569134
FPTO,0.0,33,mlp32,2.0,mad,50,0.1389805602171356,18.142978615328083,120.60843594511928
FPTO,1.0,33,mlp32,2.0,mad,50,0.1417422172533277,17.541219035991183,122.64219701194752
FPTO,0.0,44,mlp32,2.0,mad,50,0.1366214538015162,17.789024486492938,117.85366547403922
FPTO,1.0,44,mlp32,2.0,mad,50,0.1454450167830919,15.899656362896598,124.33844944999782
FPTO,0.0,55,mlp32,2.0,mad,50,0.1393925144467922,26.306294977814108,119.10073488950547
FPTO,1.0,55,mlp32,2.0,mad,50,0.1422483936224016,26.276377686751964,121.2154078551262
MGDA,0.0,11,mlp32,2.0,mad,50,0.1362030113721355,35.00660019279951,214.8741257820804
MGDA,0.0,22,mlp32,2.0,mad,50,0.1342321291002556,27.502609718991547,194.20216584534265
MGDA,0.0,33,mlp32,2.0,mad,50,0.1343714545232616,30.30138385984464,192.1775651826842
MGDA,0.0,44,mlp32,2.0,mad,50,0.1349670231660424,32.56469513077804,176.81342961947837
MGDA,0.0,55,mlp32,2.0,mad,50,0.1415518296276554,37.09958258439038,196.63520431868068
NashMTL,0.0,11,mlp32,2.0,mad,50,0.1327208802982344,26.568470970674536,124.54084432691198
NashMTL,0.0,22,mlp32,2.0,mad,50,0.1297464625523836,20.344996092652305,119.84308101873415
NashMTL,0.0,33,mlp32,2.0,mad,50,0.1298336562104054,18.343711376839995,123.8855607341266
NashMTL,0.0,44,mlp32,2.0,mad,50,0.1273172928439264,21.378412346400907,120.30040043116615
NashMTL,0.0,55,mlp32,2.0,mad,50,0.1296019500095021,28.07381162901749,126.621824727133
PCGrad,0.0,11,mlp32,2.0,mad,50,0.1342568743984976,25.743876934411585,129.13165149730906
PCGrad,0.0,22,mlp32,2.0,mad,50,0.130621461962694,21.15928162094779,125.72562708513044
PCGrad,0.0,33,mlp32,2.0,mad,50,0.1309517234017529,21.557379453315285,125.978251576217
PCGrad,0.0,44,mlp32,2.0,mad,50,0.1293956387186191,17.572281534491875,123.05282684519835
PCGrad,0.0,55,mlp32,2.0,mad,50,0.1308651560234734,26.97140931901008,127.4157501009768
SAA,0.0,11,mlp32,2.0,mad,50,0.2799676349803477,46.01171050806397,246.50197799107875
SAA,0.0,22,mlp32,2.0,mad,50,0.2770559949067639,71.91671485231049,248.0466931442711
SAA,0.0,33,mlp32,2.0,mad,50,0.2839504406487435,54.77579016419693,257.0805805632122
SAA,0.0,44,mlp32,2.0,mad,50,0.2761333487031433,54.34970351549448,245.7663625637045
SAA,0.0,55,mlp32,2.0,mad,50,0.279990990704247,68.78491753027635,249.31581807065456
WDRO,0.0,11,mlp32,2.0,mad,50,0.2091320304772074,84.03283680508338,364.4935440361167
WDRO,0.0,22,mlp32,2.0,mad,50,0.1991472374169434,105.99904656280503,356.22666349070903
WDRO,0.0,33,mlp32,2.0,mad,50,0.2012430864701124,94.1414774479088,368.9608942034433
WDRO,0.0,44,mlp32,2.0,mad,50,0.1967823261074231,89.1752828495298,342.1112205213079
WDRO,0.0,55,mlp32,2.0,mad,50,0.2070934694971895,118.59051152045784,365.24376297104135
FDFL-0.1,0.0,11,mlp64,2.0,mad,50,0.1333536923256317,33.68581025900039,136.96567843679307
FDFL-0.1,1.0,11,mlp64,2.0,mad,50,0.1328838913976327,24.64522442396473,158.21174851484955
FDFL-0.1,0.0,22,mlp64,2.0,mad,50,0.128308187061334,26.74215971142108,134.9898812363268
FDFL-0.1,1.0,22,mlp64,2.0,mad,50,0.1295889363742285,32.405315546110565,149.73793204723418
FDFL-0.1,0.0,33,mlp64,2.0,mad,50,0.1277276415876543,35.52282311335996,175.4361861862124
FDFL-0.1,1.0,33,mlp64,2.0,mad,50,0.1283858431437171,21.778516927295765,141.6956277827614
FDFL-0.1,0.0,44,mlp64,2.0,mad,50,0.1261959408365718,69.47842760294154,254.6540590646888
FDFL-0.1,1.0,44,mlp64,2.0,mad,50,0.1270493663877586,18.26381630004927,146.77148380961304
FDFL-0.1,0.0,55,mlp64,2.0,mad,50,0.1273689778895618,36.442222493491606,131.5838796438531
FDFL-0.1,1.0,55,mlp64,2.0,mad,50,0.1272932280771738,34.41020999486053,132.9411942466929
FDFL-0.5,0.0,11,mlp64,2.0,mad,50,0.1338556423515956,26.27840412785058,131.65511463256982
FDFL-0.5,1.0,11,mlp64,2.0,mad,50,0.1344469125936961,24.490753397603715,131.7968848029978
FDFL-0.5,0.0,22,mlp64,2.0,mad,50,0.1273911782775754,27.678003495595632,130.46775928026122
FDFL-0.5,1.0,22,mlp64,2.0,mad,50,0.1283734817925798,26.6474418041279,138.1077555893713
FDFL-0.5,0.0,33,mlp64,2.0,mad,50,0.1277412532051738,23.30326678258243,129.7175112962562
FDFL-0.5,1.0,33,mlp64,2.0,mad,50,0.1289518856341359,22.96656569420025,131.20784499577135
FDFL-0.5,0.0,44,mlp64,2.0,mad,50,0.1258323629124229,23.563278819032643,124.7718729292204
FDFL-0.5,1.0,44,mlp64,2.0,mad,50,0.1271754208257825,19.418940170143248,126.59690580084629
FDFL-0.5,0.0,55,mlp64,2.0,mad,50,0.1278945200728709,35.80136586213151,131.00021290983153
FDFL-0.5,1.0,55,mlp64,2.0,mad,50,0.1288215548645204,35.63584059412133,147.45303403351656
FDFL-Scal,0.0,11,mlp64,2.0,mad,50,0.1334515248204506,26.26731821900015,126.94925472316471
FDFL-Scal,1.0,11,mlp64,2.0,mad,50,0.135760408155838,28.46692653883209,132.4819868693516
FDFL-Scal,0.0,22,mlp64,2.0,mad,50,0.1274056515020021,26.913520527579248,130.55950815554272
FDFL-Scal,1.0,22,mlp64,2.0,mad,50,0.1281950053136725,23.628498985634696,127.96077685245172
FDFL-Scal,0.0,33,mlp64,2.0,mad,50,0.1292418180216156,20.46758419111924,124.58059499503196
FDFL-Scal,1.0,33,mlp64,2.0,mad,50,0.1281345576702214,23.013882245692862,129.4071628110147
FDFL-Scal,0.0,44,mlp64,2.0,mad,50,0.1269591167520108,20.120894285342896,125.16286434433982
FDFL-Scal,1.0,44,mlp64,2.0,mad,50,0.1279926461696299,21.933356732638785,122.06090731336164
FDFL-Scal,0.0,55,mlp64,2.0,mad,50,0.1279186348099652,30.178880869396053,122.75747728859774
FDFL-Scal,1.0,55,mlp64,2.0,mad,50,0.1286936068868359,29.56140352777441,122.06918590714824
FDFL,0.0,11,mlp64,2.0,mad,50,0.1338347014505557,64.96265463736988,278.42672360899434
FDFL,1.0,11,mlp64,2.0,mad,50,0.1341669252040198,27.26613802089016,132.49244582026952
FDFL,0.0,22,mlp64,2.0,mad,50,0.1281145286595767,81.65654555565531,283.6132330923422
FDFL,1.0,22,mlp64,2.0,mad,50,0.1301322655761949,32.01018633884908,158.56255663071292
FDFL,0.0,33,mlp64,2.0,mad,50,0.1287763752845793,55.23540221009693,258.05116159868874
FDFL,1.0,33,mlp64,2.0,mad,50,0.128231813584163,25.080110738932028,152.89266498554025
FDFL,0.0,44,mlp64,2.0,mad,50,0.1268270786986692,79.60101796699999,287.27802178761874
FDFL,1.0,44,mlp64,2.0,mad,50,0.1269177526157892,19.15792961027089,145.27461826903135
FDFL,0.0,55,mlp64,2.0,mad,50,0.1272403568259484,73.73037116278032,243.95003311315787
FDFL,1.0,55,mlp64,2.0,mad,50,0.1271333429621739,32.707079474941686,133.02966629893083
FPLG,0.0,11,mlp64,2.0,mad,50,0.1350113969761576,30.080039493468288,131.69003531089004
FPLG,1.0,11,mlp64,2.0,mad,50,0.1334339698254182,26.71684512179997,131.7573832906192
FPLG,0.0,22,mlp64,2.0,mad,50,0.1288774207615955,27.706147671648484,130.40066543899997
FPLG,1.0,22,mlp64,2.0,mad,50,0.1283865301103836,23.66271403632526,126.58802458487423
FPLG,0.0,33,mlp64,2.0,mad,50,0.1285805880322135,25.435004310851305,128.23607936431898
FPLG,1.0,33,mlp64,2.0,mad,50,0.129436454578991,21.865060166201737,127.56275335715988
FPLG,0.0,44,mlp64,2.0,mad,50,0.12792486820596,18.67230734624848,124.43710970778469
FPLG,1.0,44,mlp64,2.0,mad,50,0.1285793214956316,20.398350973584755,125.58320475952432
FPLG,0.0,55,mlp64,2.0,mad,50,0.1283046815517313,30.01649170271989,123.99932864389083
FPLG,1.0,55,mlp64,2.0,mad,50,0.1283765616657394,30.58924982682433,135.11383669257532
FPTO,0.0,11,mlp64,2.0,mad,50,0.1431685508656622,21.79694543763201,121.09855187625254
FPTO,1.0,11,mlp64,2.0,mad,50,0.1461626271281028,20.33031960968682,124.87852084404564
FPTO,0.0,22,mlp64,2.0,mad,50,0.1374410691323517,21.437094777662463,119.18039432714652
FPTO,1.0,22,mlp64,2.0,mad,50,0.1403726960925536,21.832873504306686,123.850011556527
FPTO,0.0,33,mlp64,2.0,mad,50,0.1383444784056731,17.77118606151468,120.3307539179898
FPTO,1.0,33,mlp64,2.0,mad,50,0.141543478681245,17.530807919133437,123.20160209448936
FPTO,0.0,44,mlp64,2.0,mad,50,0.1369310413102428,19.32671001597776,116.81842402695196
FPTO,1.0,44,mlp64,2.0,mad,50,0.1412593259340654,17.461109989521482,120.61372283848706
FPTO,0.0,55,mlp64,2.0,mad,50,0.1373853995395481,25.59359013453496,117.24503321273424
FPTO,1.0,55,mlp64,2.0,mad,50,0.1408463145150063,25.96021962455421,120.6451384557586
MGDA,0.0,11,mlp64,2.0,mad,50,0.1365763795096727,26.47456069651978,132.52293459348357
MGDA,0.0,22,mlp64,2.0,mad,50,0.1302684580069933,28.359907778342457,141.7337634428739
MGDA,0.0,33,mlp64,2.0,mad,50,0.1346461289877143,25.91412546547998,136.51520619835094
MGDA,0.0,44,mlp64,2.0,mad,50,0.1350986577257138,23.26449494411636,128.40979866335738
MGDA,0.0,55,mlp64,2.0,mad,50,0.1347543622331231,36.58031995213537,131.7417581066451
NashMTL,0.0,11,mlp64,2.0,mad,50,0.133932384196228,27.464790253156764,130.52723723536835
NashMTL,0.0,22,mlp64,2.0,mad,50,0.1292760289280631,23.229620092748487,123.17533592071888
NashMTL,0.0,33,mlp64,2.0,mad,50,0.1283930717181806,24.79834102819177,127.52610124672864
NashMTL,0.0,44,mlp64,2.0,mad,50,0.1272323099164162,21.10466986425604,125.51999464865054
NashMTL,0.0,55,mlp64,2.0,mad,50,0.1272032180168547,32.60518738199664,125.47761460924488
PCGrad,0.0,11,mlp64,2.0,mad,50,0.134646964623541,26.979639141064634,153.68110760734382
PCGrad,0.0,22,mlp64,2.0,mad,50,0.1295565221941278,20.612184372723,134.45960067333672
PCGrad,0.0,33,mlp64,2.0,mad,50,0.128600207267844,22.994115507036955,130.60904839855004
PCGrad,0.0,44,mlp64,2.0,mad,50,0.1310879787312975,21.55052486945239,128.4450100805844
PCGrad,0.0,55,mlp64,2.0,mad,50,0.1276714143399915,32.089402961433926,132.81911297589224
SAA,0.0,11,mlp64,2.0,mad,50,0.2799676349803477,46.01171050806397,246.50197799107875
SAA,0.0,22,mlp64,2.0,mad,50,0.2770559949067639,71.91671485231049,248.0466931442711
SAA,0.0,33,mlp64,2.0,mad,50,0.2839504406487435,54.77579016419693,257.0805805632122
SAA,0.0,44,mlp64,2.0,mad,50,0.2761333487031433,54.34970351549448,245.7663625637045
SAA,0.0,55,mlp64,2.0,mad,50,0.279990990704247,68.78491753027635,249.31581807065456
WDRO,0.0,11,mlp64,2.0,mad,50,0.1423582710795345,23.377085809946923,120.01626613925764
WDRO,0.0,22,mlp64,2.0,mad,50,0.136860805978054,22.225568368187503,118.48359452797412
WDRO,0.0,33,mlp64,2.0,mad,50,0.1372697458689832,19.52407717714328,118.98871876098066
WDRO,0.0,44,mlp64,2.0,mad,50,0.1365600001914982,19.677733277960023,116.3152308722429
WDRO,0.0,55,mlp64,2.0,mad,50,0.1373543702130907,25.50182554476375,117.27392204241625
FDFL-0.1,0.0,11,mlp64,2.0,mad,50,0.1333536923256317,33.68581025900039,136.96567843679307
FDFL-0.1,1.0,11,mlp64,2.0,mad,50,0.1328838913976327,24.64522442396473,158.21174851484955
FDFL-0.1,0.0,22,mlp64,2.0,mad,50,0.128308187061334,26.74215971142108,134.9898812363268
FDFL-0.1,1.0,22,mlp64,2.0,mad,50,0.1295889363742285,32.405315546110565,149.73793204723418
FDFL-0.1,0.0,33,mlp64,2.0,mad,50,0.1277276415876543,35.52282311335996,175.4361861862124
FDFL-0.1,1.0,33,mlp64,2.0,mad,50,0.1283858431437171,21.778516927295765,141.6956277827614
FDFL-0.1,0.0,44,mlp64,2.0,mad,50,0.1261959408365718,69.47842760294154,254.6540590646888
FDFL-0.1,1.0,44,mlp64,2.0,mad,50,0.1270493663877586,18.26381630004927,146.77148380961304
FDFL-0.1,0.0,55,mlp64,2.0,mad,50,0.1273689778895618,36.442222493491606,131.5838796438531
FDFL-0.1,1.0,55,mlp64,2.0,mad,50,0.1272932280771738,34.41020999486053,132.9411942466929
FDFL-0.5,0.0,11,mlp64,2.0,mad,50,0.1338556423515956,26.27840412785058,131.65511463256982
FDFL-0.5,1.0,11,mlp64,2.0,mad,50,0.1344469125936961,24.490753397603715,131.7968848029978
FDFL-0.5,0.0,22,mlp64,2.0,mad,50,0.1273911782775754,27.678003495595632,130.46775928026122
FDFL-0.5,1.0,22,mlp64,2.0,mad,50,0.1283734817925798,26.6474418041279,138.1077555893713
FDFL-0.5,0.0,33,mlp64,2.0,mad,50,0.1277412532051738,23.30326678258243,129.7175112962562
FDFL-0.5,1.0,33,mlp64,2.0,mad,50,0.1289518856341359,22.96656569420025,131.20784499577135
FDFL-0.5,0.0,44,mlp64,2.0,mad,50,0.1258323629124229,23.563278819032643,124.7718729292204
FDFL-0.5,1.0,44,mlp64,2.0,mad,50,0.1271754208257825,19.418940170143248,126.59690580084629
FDFL-0.5,0.0,55,mlp64,2.0,mad,50,0.1278945200728709,35.80136586213151,131.00021290983153
FDFL-0.5,1.0,55,mlp64,2.0,mad,50,0.1288215548645204,35.63584059412133,147.45303403351656
FDFL-Scal,0.0,11,mlp64,2.0,mad,50,0.1334515248204506,26.26731821900015,126.94925472316471
FDFL-Scal,1.0,11,mlp64,2.0,mad,50,0.135760408155838,28.46692653883209,132.4819868693516
FDFL-Scal,0.0,22,mlp64,2.0,mad,50,0.1274056515020021,26.913520527579248,130.55950815554272
FDFL-Scal,1.0,22,mlp64,2.0,mad,50,0.1281950053136725,23.628498985634696,127.96077685245172
FDFL-Scal,0.0,33,mlp64,2.0,mad,50,0.1292418180216156,20.46758419111924,124.58059499503196
FDFL-Scal,1.0,33,mlp64,2.0,mad,50,0.1281345576702214,23.013882245692862,129.4071628110147
FDFL-Scal,0.0,44,mlp64,2.0,mad,50,0.1269591167520108,20.120894285342896,125.16286434433982
FDFL-Scal,1.0,44,mlp64,2.0,mad,50,0.1279926461696299,21.933356732638785,122.06090731336164
FDFL-Scal,0.0,55,mlp64,2.0,mad,50,0.1279186348099652,30.178880869396053,122.75747728859774
FDFL-Scal,1.0,55,mlp64,2.0,mad,50,0.1286936068868359,29.56140352777441,122.06918590714824
FDFL,0.0,11,mlp64,2.0,mad,50,0.1338347014505557,64.96265463736988,278.42672360899434
FDFL,1.0,11,mlp64,2.0,mad,50,0.1341669252040198,27.26613802089016,132.49244582026952
