method,lambda,seed,cap,alpha,imbalance,n_groups,test_regret_normalized,test_fairness,test_pred_mse
FDFL-0.5,1.0,22,linear,2.0,0.2,2.0,0.1888348071376961,0.1011826542962946,0.6138886980320449
FDFL-0.5,0.0,33,linear,2.0,0.2,2.0,0.2980986061923806,0.1202023924638632,1.3459916449547238
FDFL-0.5,1.0,33,linear,2.0,0.2,2.0,0.2983103473902018,0.1199258882427278,1.3442656845579135
FDFL-0.5,0.0,44,linear,2.0,0.2,2.0,0.1877886170026921,0.4214171378901132,2.646194917364445
FDFL-0.5,1.0,44,linear,2.0,0.2,2.0,0.1868863527114318,0.4202804936371319,2.635431710634739
FDFL-0.5,0.0,55,linear,2.0,0.2,2.0,0.242378730754888,0.2604519913973274,2.9386488804986106
FDFL-0.5,1.0,55,linear,2.0,0.2,2.0,0.2419646198659962,0.2579099165739544,2.913987776932665
FDFL-Scal,0.0,11,linear,2.0,0.2,2.0,0.3277196204839065,0.2602570020553332,3.3241026460069207
FDFL-Scal,1.0,11,linear,2.0,0.2,2.0,0.3277798662857529,0.2598005278722809,3.318092872863033
FDFL-Scal,0.0,22,linear,2.0,0.2,2.0,0.1888574072177143,0.1007661650641012,0.6121150364373362
FDFL-Scal,1.0,22,linear,2.0,0.2,2.0,0.1888451821482538,0.1004216817041599,0.6108145217476665
FDFL-Scal,0.0,33,linear,2.0,0.2,2.0,0.2984141129845706,0.1192274552376449,1.339084655856266
FDFL-Scal,1.0,33,linear,2.0,0.2,2.0,0.2983737169684251,0.1189592462336951,1.3374111639115602
FDFL-Scal,0.0,44,linear,2.0,0.2,2.0,0.1872305793122063,0.4130779741985985,2.574083352913315
FDFL-Scal,1.0,44,linear,2.0,0.2,2.0,0.1912340526511844,0.4129012766150035,2.5641071211147994
FDFL-Scal,0.0,55,linear,2.0,0.2,2.0,0.2424367365253456,0.2475546568245671,2.806077902853305
FDFL-Scal,1.0,55,linear,2.0,0.2,2.0,0.242335204653821,0.2450382752486677,2.783487911535231
FDFL,0.0,11,linear,2.0,0.2,2.0,0.3275591578960607,0.263663700786123,3.374939550893524
FDFL,1.0,11,linear,2.0,0.2,2.0,0.3276280448659602,0.2632042313412394,3.369033077903869
FDFL,0.0,22,linear,2.0,0.2,2.0,0.1884423711489788,0.1022872882512947,0.6183243297442307
FDFL,1.0,22,linear,2.0,0.2,2.0,0.1884246367661149,0.1019453371884121,0.6170047174317842
FDFL,0.0,33,linear,2.0,0.2,2.0,0.2987364760752525,0.1211997728908942,1.3531097374676444
FDFL,1.0,33,linear,2.0,0.2,2.0,0.2987173829559987,0.1209189929800396,1.3513410229580238
FDFL,0.0,44,linear,2.0,0.2,2.0,0.1876273596343345,0.4292264445751134,2.714485690032126
FDFL,1.0,44,linear,2.0,0.2,2.0,0.1876722229997376,0.4282263611157532,2.7053494926783204
FDFL,0.0,55,linear,2.0,0.2,2.0,0.2420718698372033,0.2730856513313816,3.079001765304762
FDFL,1.0,55,linear,2.0,0.2,2.0,0.2420738912020349,0.2706381314668895,3.053814983439729
FPLG,0.0,11,linear,2.0,0.2,2.0,0.3347250983073711,0.2138214134630488,2.548123948927656
FPLG,1.0,11,linear,2.0,0.2,2.0,0.3351949147724403,0.2122291800140257,2.529499279963532
FPLG,0.0,22,linear,2.0,0.2,2.0,0.1985333211543118,0.0811580653054073,0.5645590734648754
FPLG,1.0,22,linear,2.0,0.2,2.0,0.1985977289326831,0.0790486371639966,0.5589133208678024
FPLG,0.0,33,linear,2.0,0.2,2.0,0.2894685569983142,0.1050926906896745,1.295982905631395
FPLG,1.0,33,linear,2.0,0.2,2.0,0.2883583892956266,0.1039905909000991,1.290160202292261
FPLG,0.0,44,linear,2.0,0.2,2.0,0.2060778694981907,0.3300442745803345,2.095273565557816
FPLG,1.0,44,linear,2.0,0.2,2.0,0.2060944560925538,0.3285423604155852,2.081965935393797
FPLG,0.0,55,linear,2.0,0.2,2.0,0.2475020194418574,0.2090725372026718,2.4354325143146096
FPLG,1.0,55,linear,2.0,0.2,2.0,0.2477909930809077,0.2062177856002557,2.412729928243303
FPTO,0.0,11,linear,2.0,0.2,2.0,0.371334383849837,0.1875041243502456,2.155062015749716
FPTO,1.0,11,linear,2.0,0.2,2.0,0.3746053414797493,0.1865084457411897,2.147851726213663
FPTO,0.0,22,linear,2.0,0.2,2.0,0.2348752385080014,0.0542729119410241,0.5024102129086043
FPTO,1.0,22,linear,2.0,0.2,2.0,0.2343725409338902,0.052696011679264,0.5023242752457546
FPTO,0.0,33,linear,2.0,0.2,2.0,0.3826252749671477,0.0705998661323158,0.9956320798644238
FPTO,1.0,33,linear,2.0,0.2,2.0,0.3871557322610621,0.0708795437311949,0.994461654193152
FPTO,0.0,44,linear,2.0,0.2,2.0,0.3082215347462723,0.2488085756441134,1.6350983262730656
FPTO,1.0,44,linear,2.0,0.2,2.0,0.336746570674346,0.2436590355820088,1.6240128025896066
FPTO,0.0,55,linear,2.0,0.2,2.0,0.3179146795458898,0.186102308148,1.80776407899932
FPTO,1.0,55,linear,2.0,0.2,2.0,0.3277176237729943,0.1890069935746532,1.8001690752490254
MGDA,0.0,11,linear,2.0,0.2,2.0,0.5908851392052045,0.3203597310391073,3.763035214173813
MGDA,0.0,22,linear,2.0,0.2,2.0,0.3881142951126874,0.090960827447233,1.0074752787597805
MGDA,0.0,33,linear,2.0,0.2,2.0,0.4009698809327303,0.1373291829313916,1.7506757242080098
